,index,season,seasonNumber,series,episode,inCompetition,chef,challengeType,outcome,rating
1739,1739,California,13,US,14,1,Marjorie M.B.,Elimination,OUT,
1740,1740,California,13,US,14,0,Angelina B.,Elimination,,
1741,1741,California,13,US,14,0,Carl D.,Elimination,,
1742,1742,California,13,US,14,0,Chad W.,Elimination,,
1743,1743,California,13,US,14,0,Frances T.W.,Elimination,,
1744,1744,California,13,US,14,0,Garret F.,Elimination,,
1745,1745,California,13,US,14,0,Giselle W.,Elimination,,
1746,1746,California,13,US,14,0,Grayson S.,Elimination,,
1747,1747,California,13,US,14,0,Jason S.,Elimination,,
1748,1748,California,13,US,14,0,Karen A.,Elimination,,
1749,1749,California,13,US,14,0,Kwame O.,Elimination,,
1750,1750,California,13,US,14,0,Phillip F.L.,Elimination,,
1751,1751,California,13,US,14,0,Renee K.,Elimination,,
1752,1752,California,13,US,14,0,Wesley T.,Elimination,,
1753,1753,California,13,US,15,1,Amar S.,Elimination,RUNNER-UP,
1754,1754,California,13,US,15,1,Jeremy F.,Elimination,WINNER,
1755,1755,California,13,US,15,0,Angelina B.,Elimination,,
1756,1756,California,13,US,15,0,Carl D.,Elimination,,
1757,1757,California,13,US,15,0,Chad W.,Elimination,,
1758,1758,California,13,US,15,0,Frances T.W.,Elimination,,
1759,1759,California,13,US,15,0,Garret F.,Elimination,,
1760,1760,California,13,US,15,0,Giselle W.,Elimination,,
1761,1761,California,13,US,15,0,Grayson S.,Elimination,,
1762,1762,California,13,US,15,0,Isaac T.,Elimination,,
1763,1763,California,13,US,15,0,Jason S.,Elimination,,
1764,1764,California,13,US,15,0,Karen A.,Elimination,,
1765,1765,California,13,US,15,0,Kwame O.,Elimination,,
1766,1766,California,13,US,15,0,Marjorie M.B.,Elimination,,
1767,1767,California,13,US,15,0,Phillip F.L.,Elimination,,
1768,1768,California,13,US,15,0,Renee K.,Elimination,,
1769,1769,California,13,US,15,0,Wesley T.,Elimination,,
1770,1770,Canada 6,6,Canada,1,1,Darren R.,Quickfire,IN,
1771,1771,Canada 6,6,Canada,1,1,Elia H.,Quickfire,IN,
1772,1772,Canada 6,6,Canada,1,1,Felix Z.,Quickfire,IN,
1773,1773,Canada 6,6,Canada,1,1,Ivana R.,Quickfire,IN,
1774,1774,Canada 6,6,Canada,1,1,Jesse Z.,Quickfire,IN,
1775,1775,Canada 6,6,Canada,1,1,Jinhee L.,Quickfire,IN,
1776,1776,Canada 6,6,Canada,1,1,JP M.,Quickfire,IN,
1777,1777,Canada 6,6,Canada,1,1,Mark S.,Quickfire,WIN,
1778,1778,Canada 6,6,Canada,1,1,Matt S.,Quickfire,IN,
1779,1779,Canada 6,6,Canada,1,1,Nathan G.,Quickfire,IN,
1780,1780,Canada 6,6,Canada,1,1,Ross L.,Quickfire,IN,
1781,1781,Canada 6,6,Canada,1,1,Darren R.,Elimination,LOW,
1782,1782,Canada 6,6,Canada,1,1,Elia H.,Elimination,HIGH,
1783,1783,Canada 6,6,Canada,1,1,Felix Z.,Elimination,OUT,
1784,1784,Canada 6,6,Canada,1,1,Ivana R.,Elimination,IN,
1785,1785,Canada 6,6,Canada,1,1,Jesse Z.,Elimination,IN,
1786,1786,Canada 6,6,Canada,1,1,Jinhee L.,Elimination,WIN,
1787,1787,Canada 6,6,Canada,1,1,JP M.,Elimination,HIGH,
1788,1788,Canada 6,6,Canada,1,1,Mark S.,Elimination,IN,
1789,1789,Canada 6,6,Canada,1,1,Matt S.,Elimination,IN,
1790,1790,Canada 6,6,Canada,1,1,Nathan G.,Elimination,LOW,
1791,1791,Canada 6,6,Canada,1,1,Ross L.,Elimination,IN,
1792,1792,Canada 6,6,Canada,2,1,Darren R.,Quickfire,IN,
1793,1793,Canada 6,6,Canada,2,1,Elia H.,Quickfire,IN,
1794,1794,Canada 6,6,Canada,2,1,Ivana R.,Quickfire,IN,
1795,1795,Canada 6,6,Canada,2,1,Jesse Z.,Quickfire,LOW,
1796,1796,Canada 6,6,Canada,2,1,Jinhee L.,Quickfire,LOW,
1797,1797,Canada 6,6,Canada,2,1,JP M.,Quickfire,HIGH,
1798,1798,Canada 6,6,Canada,2,1,Mark S.,Quickfire,HIGH,
1799,1799,Canada 6,6,Canada,2,1,Matt S.,Quickfire,IN,
1800,1800,Canada 6,6,Canada,2,1,Nathan G.,Quickfire,LOW,
1801,1801,Canada 6,6,Canada,2,1,Ross L.,Quickfire,WIN,
1802,1802,Canada 6,6,Canada,2,0,Felix Z.,Quickfire,,
1803,1803,Canada 6,6,Canada,2,1,Darren R.,Elimination,HIGH,
1804,1804,Canada 6,6,Canada,2,1,Elia H.,Elimination,IN,
1805,1805,Canada 6,6,Canada,2,1,Ivana R.,Elimination,LOW,
1806,1806,Canada 6,6,Canada,2,1,Jesse Z.,Elimination,IN,
1807,1807,Canada 6,6,Canada,2,1,Jinhee L.,Elimination,IN,
1808,1808,Canada 6,6,Canada,2,1,JP M.,Elimination,LOW,
1809,1809,Canada 6,6,Canada,2,1,Mark S.,Elimination,HIGH,
1810,1810,Canada 6,6,Canada,2,1,Matt S.,Elimination,WIN,
1811,1811,Canada 6,6,Canada,2,1,Nathan G.,Elimination,OUT,
1812,1812,Canada 6,6,Canada,2,1,Ross L.,Elimination,IN,
1813,1813,Canada 6,6,Canada,2,0,Felix Z.,Elimination,,
1814,1814,Canada 6,6,Canada,3,1,Darren R.,Quickfire,IN,
1815,1815,Canada 6,6,Canada,3,1,Elia H.,Quickfire,IN,
1816,1816,Canada 6,6,Canada,3,1,Ivana R.,Quickfire,IN,
1817,1817,Canada 6,6,Canada,3,1,Jesse Z.,Quickfire,IN,
1818,1818,Canada 6,6,Canada,3,1,Jinhee L.,Quickfire,LOW,
1819,1819,Canada 6,6,Canada,3,1,JP M.,Quickfire,IN,
1820,1820,Canada 6,6,Canada,3,1,Mark S.,Quickfire,HIGH,
1821,1821,Canada 6,6,Canada,3,1,Matt S.,Quickfire,WIN,
1822,1822,Canada 6,6,Canada,3,1,Ross L.,Quickfire,LOW,
1823,1823,Canada 6,6,Canada,3,0,Felix Z.,Quickfire,,
1824,1824,Canada 6,6,Canada,3,0,Nathan G.,Quickfire,,
1825,1825,Canada 6,6,Canada,3,1,Darren R.,Elimination,LOW,
1826,1826,Canada 6,6,Canada,3,1,Elia H.,Elimination,HIGH,
1827,1827,Canada 6,6,Canada,3,1,Ivana R.,Elimination,OUT,
1828,1828,Canada 6,6,Canada,3,1,Jesse Z.,Elimination,IN,
1829,1829,Canada 6,6,Canada,3,1,Jinhee L.,Elimination,IN,
1830,1830,Canada 6,6,Canada,3,1,JP M.,Elimination,WIN,
1831,1831,Canada 6,6,Canada,3,1,Mark S.,Elimination,IN,
1832,1832,Canada 6,6,Canada,3,1,Matt S.,Elimination,HIGH,
1833,1833,Canada 6,6,Canada,3,1,Ross L.,Elimination,LOW,
1834,1834,Canada 6,6,Canada,3,0,Felix Z.,Elimination,,
1835,1835,Canada 6,6,Canada,3,0,Nathan G.,Elimination,,
1836,1836,Canada 6,6,Canada,4,1,Darren R.,Quickfire,IN,
1837,1837,Canada 6,6,Canada,4,1,Elia H.,Quickfire,IN,
1838,1838,Canada 6,6,Canada,4,1,Jesse Z.,Quickfire,IN,
1839,1839,Canada 6,6,Canada,4,1,Jinhee L.,Quickfire,HIGH,
1840,1840,Canada 6,6,Canada,4,1,JP M.,Quickfire,HIGH,
1841,1841,Canada 6,6,Canada,4,1,Mark S.,Quickfire,IN,
1842,1842,Canada 6,6,Canada,4,1,Matt S.,Quickfire,WIN,
1843,1843,Canada 6,6,Canada,4,1,Ross L.,Quickfire,IN,
1844,1844,Canada 6,6,Canada,4,0,Felix Z.,Quickfire,,
1845,1845,Canada 6,6,Canada,4,0,Ivana R.,Quickfire,,
1846,1846,Canada 6,6,Canada,4,0,Nathan G.,Quickfire,,
1847,1847,Canada 6,6,Canada,4,1,Darren R.,Elimination,HIGH,
1848,1848,Canada 6,6,Canada,4,1,Elia H.,Elimination,OUT,
1849,1849,Canada 6,6,Canada,4,1,Felix Z.,Elimination,LOW,
1850,1850,Canada 6,6,Canada,4,1,Jesse Z.,Elimination,LOW,
1851,1851,Canada 6,6,Canada,4,1,Jinhee L.,Elimination,HIGH,
1852,1852,Canada 6,6,Canada,4,1,JP M.,Elimination,HIGH,
1853,1853,Canada 6,6,Canada,4,1,Mark S.,Elimination,LOW,
1854,1854,Canada 6,6,Canada,4,1,Matt S.,Elimination,WIN,
1855,1855,Canada 6,6,Canada,4,1,Nathan G.,Elimination,HIGH,
1856,1856,Canada 6,6,Canada,4,1,Ross L.,Elimination,LOW,
1857,1857,Canada 6,6,Canada,4,0,Ivana R.,Elimination,,
1858,1858,Canada 6,6,Canada,5,1,Darren R.,Quickfire,IN,
1859,1859,Canada 6,6,Canada,5,1,Jesse Z.,Quickfire,LOW,
1860,1860,Canada 6,6,Canada,5,1,Jinhee L.,Quickfire,IN,
1861,1861,Canada 6,6,Canada,5,1,JP M.,Quickfire,IN,
1862,1862,Canada 6,6,Canada,5,1,Mark S.,Quickfire,HIGH,
1863,1863,Canada 6,6,Canada,5,1,Matt S.,Quickfire,WIN,
1864,1864,Canada 6,6,Canada,5,1,Nathan G.,Quickfire,LOW,
1865,1865,Canada 6,6,Canada,5,1,Ross L.,Quickfire,HIGH,
1866,1866,Canada 6,6,Canada,5,0,Elia H.,Quickfire,,
1867,1867,Canada 6,6,Canada,5,0,Felix Z.,Quickfire,,
1868,1868,Canada 6,6,Canada,5,0,Ivana R.,Quickfire,,
1869,1869,Canada 6,6,Canada,5,1,Darren R.,Elimination,HIGH,
1870,1870,Canada 6,6,Canada,5,1,Jesse Z.,Elimination,OUT,
1871,1871,Canada 6,6,Canada,5,1,Jinhee L.,Elimination,WIN,
1872,1872,Canada 6,6,Canada,5,1,JP M.,Elimination,HIGH,
1873,1873,Canada 6,6,Canada,5,1,Mark S.,Elimination,LOW,
1874,1874,Canada 6,6,Canada,5,1,Matt S.,Elimination,OUT,
1875,1875,Canada 6,6,Canada,5,1,Nathan G.,Elimination,WIN,
1876,1876,Canada 6,6,Canada,5,1,Ross L.,Elimination,LOW,
1877,1877,Canada 6,6,Canada,5,0,Elia H.,Elimination,,
1878,1878,Canada 6,6,Canada,5,0,Felix Z.,Elimination,,
1879,1879,Canada 6,6,Canada,5,0,Ivana R.,Elimination,,
1880,1880,Canada 6,6,Canada,6,1,Darren R.,Quickfire,IN,
1881,1881,Canada 6,6,Canada,6,1,Jinhee L.,Quickfire,WIN,
1882,1882,Canada 6,6,Canada,6,1,JP M.,Quickfire,LOW,
1883,1883,Canada 6,6,Canada,6,1,Mark S.,Quickfire,HIGH,
1884,1884,Canada 6,6,Canada,6,1,Nathan G.,Quickfire,LOW,
1885,1885,Canada 6,6,Canada,6,1,Ross L.,Quickfire,IN,
1886,1886,Canada 6,6,Canada,6,0,Elia H.,Quickfire,,
1887,1887,Canada 6,6,Canada,6,0,Felix Z.,Quickfire,,
1888,1888,Canada 6,6,Canada,6,0,Ivana R.,Quickfire,,
1889,1889,Canada 6,6,Canada,6,0,Jesse Z.,Quickfire,,
1890,1890,Canada 6,6,Canada,6,0,Matt S.,Quickfire,,
1891,1891,Canada 6,6,Canada,6,1,Darren R.,Elimination,OUT,
1892,1892,Canada 6,6,Canada,6,1,Jinhee L.,Elimination,IN,
1893,1893,Canada 6,6,Canada,6,1,JP M.,Elimination,LOW,
1894,1894,Canada 6,6,Canada,6,1,Mark S.,Elimination,LOW,
1895,1895,Canada 6,6,Canada,6,1,Nathan G.,Elimination,HIGH,
1896,1896,Canada 6,6,Canada,6,1,Ross L.,Elimination,WIN,
1897,1897,Canada 6,6,Canada,6,0,Elia H.,Elimination,,
1898,1898,Canada 6,6,Canada,6,0,Felix Z.,Elimination,,
1899,1899,Canada 6,6,Canada,6,0,Ivana R.,Elimination,,
1900,1900,Canada 6,6,Canada,6,0,Jesse Z.,Elimination,,
1901,1901,Canada 6,6,Canada,6,0,Matt S.,Elimination,,
1902,1902,Canada 6,6,Canada,7,1,Jinhee L.,Quickfire,LOW,
1903,1903,Canada 6,6,Canada,7,1,JP M.,Quickfire,LOW,
1904,1904,Canada 6,6,Canada,7,1,Mark S.,Quickfire,HIGH,
1905,1905,Canada 6,6,Canada,7,1,Nathan G.,Quickfire,WIN,
1906,1906,Canada 6,6,Canada,7,1,Ross L.,Quickfire,HIGH,
1907,1907,Canada 6,6,Canada,7,0,Darren R.,Quickfire,,
1908,1908,Canada 6,6,Canada,7,0,Elia H.,Quickfire,,
1909,1909,Canada 6,6,Canada,7,0,Felix Z.,Quickfire,,
1910,1910,Canada 6,6,Canada,7,0,Ivana R.,Quickfire,,
1911,1911,Canada 6,6,Canada,7,0,Jesse Z.,Quickfire,,
1912,1912,Canada 6,6,Canada,7,0,Matt S.,Quickfire,,
1913,1913,Canada 6,6,Canada,7,1,Jinhee L.,Elimination,HIGH,
1914,1914,Canada 6,6,Canada,7,1,JP M.,Elimination,LOW,
1915,1915,Canada 6,6,Canada,7,1,Mark S.,Elimination,WIN,
1916,1916,Canada 6,6,Canada,7,1,Nathan G.,Elimination,OUT,
1917,1917,Canada 6,6,Canada,7,1,Ross L.,Elimination,HIGH,
1918,1918,Canada 6,6,Canada,7,0,Darren R.,Elimination,,
1919,1919,Canada 6,6,Canada,7,0,Elia H.,Elimination,,
1920,1920,Canada 6,6,Canada,7,0,Felix Z.,Elimination,,
1921,1921,Canada 6,6,Canada,7,0,Ivana R.,Elimination,,
1922,1922,Canada 6,6,Canada,7,0,Jesse Z.,Elimination,,
1923,1923,Canada 6,6,Canada,7,0,Matt S.,Elimination,,
1924,1924,Canada 6,6,Canada,8,1,Jinhee L.,Quickfire Elimination,OUT,
1925,1925,Canada 6,6,Canada,8,1,JP M.,Quickfire Elimination,OUT,
1926,1926,Canada 6,6,Canada,8,1,Mark S.,Quickfire Elimination,WIN,
1927,1927,Canada 6,6,Canada,8,1,Ross L.,Quickfire Elimination,IN,
1928,1928,Canada 6,6,Canada,8,0,Darren R.,Quickfire Elimination,,
1929,1929,Canada 6,6,Canada,8,0,Elia H.,Quickfire Elimination,,
1930,1930,Canada 6,6,Canada,8,0,Felix Z.,Quickfire Elimination,,
1931,1931,Canada 6,6,Canada,8,0,Ivana R.,Quickfire Elimination,,
1932,1932,Canada 6,6,Canada,8,0,Jesse Z.,Quickfire Elimination,,
1933,1933,Canada 6,6,Canada,8,0,Matt S.,Quickfire Elimination,,
1934,1934,Canada 6,6,Canada,8,0,Nathan G.,Quickfire Elimination,,
1935,1935,Canada 6,6,Canada,8,0,Jinhee L.,Elimination,,
1936,1936,Canada 6,6,Canada,8,0,JP M.,Elimination,,
1937,1937,Canada 6,6,Canada,8,1,Mark S.,Elimination,RUNNER-UP,
1938,1938,Canada 6,6,Canada,8,1,Ross L.,Elimination,WINNER,
1939,1939,Canada 6,6,Canada,8,0,Darren R.,Elimination,,
1940,1940,Canada 6,6,Canada,8,0,Elia H.,Elimination,,
1941,1941,Canada 6,6,Canada,8,0,Felix Z.,Elimination,,
1942,1942,Canada 6,6,Canada,8,0,Ivana R.,Elimination,,
1943,1943,Canada 6,6,Canada,8,0,Jesse Z.,Elimination,,
1944,1944,Canada 6,6,Canada,8,0,Matt S.,Elimination,,
1945,1945,Canada 6,6,Canada,8,0,Nathan G.,Elimination,,
1946,1946,Charleston,14,US,1,1,Amanda B.,Sudden Death Quickfire,HIGH,
1947,1947,Charleston,14,US,1,1,Annie P.,Sudden Death Quickfire,LOW,
1948,1948,Charleston,14,US,1,1,BJ S.,Sudden Death Quickfire,IN,
1949,1949,Charleston,14,US,1,1,Brooke W.,Sudden Death Quickfire,WIN,
1950,1950,Charleston,14,US,1,1,Casey T.,Sudden Death Quickfire,LOW,
1951,1951,Charleston,14,US,1,1,Emily H.,Sudden Death Quickfire,HIGH,
1952,1952,Charleston,14,US,1,1,Gerald S.,Sudden Death Quickfire,OUT,
1953,1953,Charleston,14,US,1,1,Jamie Ly.,Sudden Death Quickfire,LOW,
1954,1954,Charleston,14,US,1,1,Jim S.,Sudden Death Quickfire,WIN,
1955,1955,Charleston,14,US,1,1,John T.,Sudden Death Quickfire,LOW,
1956,1956,Charleston,14,US,1,1,Katsuji T.,Sudden Death Quickfire,LOW,
1957,1957,Charleston,14,US,1,1,Sam T.,Sudden Death Quickfire,IN,
1958,1958,Charleston,14,US,1,1,Sheldon S.,Sudden Death Quickfire,IN,
1959,1959,Charleston,14,US,1,1,Shirley C.,Sudden Death Quickfire,HIGH,
1960,1960,Charleston,14,US,1,1,Silvia B.,Sudden Death Quickfire,HIGH,
1961,1961,Charleston,14,US,1,1,Sylva S.,Sudden Death Quickfire,IN,
1962,1962,Charleston,14,US,2,1,Amanda B.,Elimination,IN,
1963,1963,Charleston,14,US,2,1,Annie P.,Elimination,OUT,
1964,1964,Charleston,14,US,2,1,BJ S.,Elimination,LOW,
1965,1965,Charleston,14,US,2,1,Brooke W.,Elimination,IN,
1966,1966,Charleston,14,US,2,1,Casey T.,Elimination,WIN,
1967,1967,Charleston,14,US,2,1,Emily H.,Elimination,IN,
1968,1968,Charleston,14,US,2,1,Jamie Ly.,Elimination,LOW,
1969,1969,Charleston,14,US,2,1,Jim S.,Elimination,IN,
1970,1970,Charleston,14,US,2,1,John T.,Elimination,HIGH,
1971,1971,Charleston,14,US,2,1,Katsuji T.,Elimination,IN,
1972,1972,Charleston,14,US,2,1,Sam T.,Elimination,IN,
1973,1973,Charleston,14,US,2,1,Sheldon S.,Elimination,HIGH,
1974,1974,Charleston,14,US,2,1,Shirley C.,Elimination,IN,
1975,1975,Charleston,14,US,2,1,Silvia B.,Elimination,IN,
1976,1976,Charleston,14,US,2,1,Sylva S.,Elimination,IN,
1977,1977,Charleston,14,US,2,0,Gerald S.,Elimination,,
1978,1978,Charleston,14,US,3,1,Amanda B.,Quickfire,LOW,
1979,1979,Charleston,14,US,3,1,BJ S.,Quickfire,LOW,
1980,1980,Charleston,14,US,3,1,Brooke W.,Quickfire,HIGH,
1981,1981,Charleston,14,US,3,1,Casey T.,Quickfire,LOW,
1982,1982,Charleston,14,US,3,1,Emily H.,Quickfire,HIGH,
1983,1983,Charleston,14,US,3,1,Jamie Ly.,Quickfire,HIGH,
1984,1984,Charleston,14,US,3,1,Jim S.,Quickfire,HIGH,
1985,1985,Charleston,14,US,3,1,John T.,Quickfire,LOW,
1986,1986,Charleston,14,US,3,1,Katsuji T.,Quickfire,LOW,
1987,1987,Charleston,14,US,3,1,Sam T.,Quickfire,LOW,
1988,1988,Charleston,14,US,3,1,Sheldon S.,Quickfire,WIN,
1989,1989,Charleston,14,US,3,1,Shirley C.,Quickfire,HIGH,
1990,1990,Charleston,14,US,3,1,Silvia B.,Quickfire,LOW,
1991,1991,Charleston,14,US,3,1,Sylva S.,Quickfire,HIGH,
1992,1992,Charleston,14,US,3,0,Annie P.,Quickfire,,
1993,1993,Charleston,14,US,3,0,Gerald S.,Quickfire,,
1994,1994,Charleston,14,US,3,1,Amanda B.,Elimination,IN,
1995,1995,Charleston,14,US,3,1,BJ S.,Elimination,LOW,
1996,1996,Charleston,14,US,3,1,Brooke W.,Elimination,WIN,
1997,1997,Charleston,14,US,3,1,Casey T.,Elimination,LOW,
1998,1998,Charleston,14,US,3,1,Emily H.,Elimination,IN,
1999,1999,Charleston,14,US,3,1,Jamie Ly.,Elimination,IN,
2000,2000,Charleston,14,US,3,1,Jim S.,Elimination,IN,
2001,2001,Charleston,14,US,3,1,John T.,Elimination,IN,
2002,2002,Charleston,14,US,3,1,Katsuji T.,Elimination,IN,
2003,2003,Charleston,14,US,3,1,Sam T.,Elimination,OUT,
2004,2004,Charleston,14,US,3,1,Sheldon S.,Elimination,IN,
2005,2005,Charleston,14,US,3,1,Shirley C.,Elimination,IN,
2006,2006,Charleston,14,US,3,1,Silvia B.,Elimination,LOW,
2007,2007,Charleston,14,US,3,1,Sylva S.,Elimination,HIGH,
2008,2008,Charleston,14,US,3,0,Annie P.,Elimination,,
2009,2009,Charleston,14,US,3,0,Gerald S.,Elimination,,
2010,2010,Charleston,14,US,4,1,Amanda B.,Quickfire,IN,
2011,2011,Charleston,14,US,4,1,BJ S.,Quickfire,LOW,
2012,2012,Charleston,14,US,4,1,Brooke W.,Quickfire,HIGH,
2013,2013,Charleston,14,US,4,1,Casey T.,Quickfire,WIN,
2014,2014,Charleston,14,US,4,1,Emily H.,Quickfire,LOW,
2015,2015,Charleston,14,US,4,1,Jamie Ly.,Quickfire,IN,
2016,2016,Charleston,14,US,4,1,Jim S.,Quickfire,IN,
2017,2017,Charleston,14,US,4,1,John T.,Quickfire,HIGH,
2018,2018,Charleston,14,US,4,1,Katsuji T.,Quickfire,IN,
2019,2019,Charleston,14,US,4,1,Sheldon S.,Quickfire,IN,
2020,2020,Charleston,14,US,4,1,Shirley C.,Quickfire,LOW,
2021,2021,Charleston,14,US,4,1,Silvia B.,Quickfire,IN,
2022,2022,Charleston,14,US,4,1,Sylva S.,Quickfire,IN,
2023,2023,Charleston,14,US,4,0,Annie P.,Quickfire,,
2024,2024,Charleston,14,US,4,0,Gerald S.,Quickfire,,
2025,2025,Charleston,14,US,4,0,Sam T.,Quickfire,,
2026,2026,Charleston,14,US,4,1,Amanda B.,Elimination,LOW,
2027,2027,Charleston,14,US,4,1,BJ S.,Elimination,OUT,
2028,2028,Charleston,14,US,4,1,Brooke W.,Elimination,LOW,
2029,2029,Charleston,14,US,4,1,Casey T.,Elimination,LOW,
2030,2030,Charleston,14,US,4,1,Emily H.,Elimination,LOW,
2031,2031,Charleston,14,US,4,1,Jamie Ly.,Elimination,HIGH,
2032,2032,Charleston,14,US,4,1,Jim S.,Elimination,LOW,
2033,2033,Charleston,14,US,4,1,John T.,Elimination,HIGH,
2034,2034,Charleston,14,US,4,1,Katsuji T.,Elimination,WIN,
2035,2035,Charleston,14,US,4,1,Sheldon S.,Elimination,HIGH,
2036,2036,Charleston,14,US,4,1,Shirley C.,Elimination,HIGH,
2037,2037,Charleston,14,US,4,1,Silvia B.,Elimination,LOW,
2038,2038,Charleston,14,US,4,1,Sylva S.,Elimination,HIGH,
2039,2039,Charleston,14,US,4,0,Annie P.,Elimination,,
2040,2040,Charleston,14,US,4,0,Gerald S.,Elimination,,
2041,2041,Charleston,14,US,4,0,Sam T.,Elimination,,
2042,2042,Charleston,14,US,5,1,Amanda B.,Quickfire,IN,
2043,2043,Charleston,14,US,5,1,Brooke W.,Quickfire,WIN,
2044,2044,Charleston,14,US,5,1,Casey T.,Quickfire,IN,
2045,2045,Charleston,14,US,5,1,Emily H.,Quickfire,IN,
2046,2046,Charleston,14,US,5,1,Jamie Ly.,Quickfire,HIGH,
2047,2047,Charleston,14,US,5,1,Jim S.,Quickfire,LOW,
2048,2048,Charleston,14,US,5,1,John T.,Quickfire,IN,
2049,2049,Charleston,14,US,5,1,Katsuji T.,Quickfire,HIGH,
2050,2050,Charleston,14,US,5,1,Sheldon S.,Quickfire,LOW,
2051,2051,Charleston,14,US,5,1,Shirley C.,Quickfire,LOW,
2052,2052,Charleston,14,US,5,1,Silvia B.,Quickfire,IN,
2053,2053,Charleston,14,US,5,1,Sylva S.,Quickfire,IN,
2054,2054,Charleston,14,US,5,0,Annie P.,Quickfire,,
2055,2055,Charleston,14,US,5,0,BJ S.,Quickfire,,
2056,2056,Charleston,14,US,5,0,Gerald S.,Quickfire,,
2057,2057,Charleston,14,US,5,0,Sam T.,Quickfire,,
2058,2058,Charleston,14,US,5,1,Amanda B.,Elimination,LOW,
2059,2059,Charleston,14,US,5,1,Brooke W.,Elimination,HIGH,
2060,2060,Charleston,14,US,5,1,Casey T.,Elimination,IN,
2061,2061,Charleston,14,US,5,1,Emily H.,Elimination,HIGH,
2062,2062,Charleston,14,US,5,1,Jamie Ly.,Elimination,IN,
2063,2063,Charleston,14,US,5,1,Jim S.,Elimination,IN,
2064,2064,Charleston,14,US,5,1,John T.,Elimination,WIN,
2065,2065,Charleston,14,US,5,1,Katsuji T.,Elimination,LOW,
2066,2066,Charleston,14,US,5,1,Sheldon S.,Elimination,HIGH,
2067,2067,Charleston,14,US,5,1,Shirley C.,Elimination,IN,
2068,2068,Charleston,14,US,5,1,Silvia B.,Elimination,OUT,
2069,2069,Charleston,14,US,5,1,Sylva S.,Elimination,LOW,
2070,2070,Charleston,14,US,5,0,Annie P.,Elimination,,
2071,2071,Charleston,14,US,5,0,BJ S.,Elimination,,
2072,2072,Charleston,14,US,5,0,Gerald S.,Elimination,,
2073,2073,Charleston,14,US,5,0,Sam T.,Elimination,,
2074,2074,Charleston,14,US,6,1,Amanda B.,Quickfire,IN,
2075,2075,Charleston,14,US,6,1,Brooke W.,Quickfire,HIGH,
2076,2076,Charleston,14,US,6,1,Casey T.,Quickfire,LOW,
2077,2077,Charleston,14,US,6,1,Emily H.,Quickfire,HIGH,
2078,2078,Charleston,14,US,6,1,Jamie Ly.,Quickfire,WIN,
2079,2079,Charleston,14,US,6,1,Jim S.,Quickfire,IN,
2080,2080,Charleston,14,US,6,1,John T.,Quickfire,IN,
2081,2081,Charleston,14,US,6,1,Katsuji T.,Quickfire,LOW,
2082,2082,Charleston,14,US,6,1,Sheldon S.,Quickfire,IN,
2083,2083,Charleston,14,US,6,1,Shirley C.,Quickfire,IN,
2084,2084,Charleston,14,US,6,1,Sylva S.,Quickfire,LOW,
2085,2085,Charleston,14,US,6,0,Annie P.,Quickfire,,
2086,2086,Charleston,14,US,6,0,BJ S.,Quickfire,,
2087,2087,Charleston,14,US,6,0,Gerald S.,Quickfire,,
2088,2088,Charleston,14,US,6,0,Sam T.,Quickfire,,
2089,2089,Charleston,14,US,6,0,Silvia B.,Quickfire,,
2090,2090,Charleston,14,US,6,1,Amanda B.,Elimination,OUT,
2091,2091,Charleston,14,US,6,1,Brooke W.,Elimination,LOW,
2092,2092,Charleston,14,US,6,1,Casey T.,Elimination,IN,
2093,2093,Charleston,14,US,6,1,Emily H.,Elimination,LOW,
2094,2094,Charleston,14,US,6,1,Jamie Ly.,Elimination,IN,
2095,2095,Charleston,14,US,6,1,Jim S.,Elimination,HIGH,
2096,2096,Charleston,14,US,6,1,John T.,Elimination,IN,
2097,2097,Charleston,14,US,6,1,Katsuji T.,Elimination,IN,
2098,2098,Charleston,14,US,6,1,Sheldon S.,Elimination,HIGH,
2099,2099,Charleston,14,US,6,1,Shirley C.,Elimination,IN,
2100,2100,Charleston,14,US,6,1,Sylva S.,Elimination,WIN,
2101,2101,Charleston,14,US,6,0,Annie P.,Elimination,,
2102,2102,Charleston,14,US,6,0,BJ S.,Elimination,,
2103,2103,Charleston,14,US,6,0,Gerald S.,Elimination,,
2104,2104,Charleston,14,US,6,0,Sam T.,Elimination,,
2105,2105,Charleston,14,US,6,0,Silvia B.,Elimination,,
2106,2106,Charleston,14,US,7,1,Brooke W.,Sudden Death Quickfire,IN,
2107,2107,Charleston,14,US,7,1,Casey T.,Sudden Death Quickfire,IN,
2108,2108,Charleston,14,US,7,1,Emily H.,Sudden Death Quickfire,LOW,
2109,2109,Charleston,14,US,7,1,Jamie Ly.,Sudden Death Quickfire,WIN,
2110,2110,Charleston,14,US,7,1,Jim S.,Sudden Death Quickfire,OUT,
2111,2111,Charleston,14,US,7,1,John T.,Sudden Death Quickfire,IN,
2112,2112,Charleston,14,US,7,1,Katsuji T.,Sudden Death Quickfire,HIGH,
2113,2113,Charleston,14,US,7,1,Sheldon S.,Sudden Death Quickfire,HIGH,
2114,2114,Charleston,14,US,7,1,Shirley C.,Sudden Death Quickfire,IN,
2115,2115,Charleston,14,US,7,1,Sylva S.,Sudden Death Quickfire,LOW,
2116,2116,Charleston,14,US,7,0,Amanda B.,Sudden Death Quickfire,,
